OrganisasjonsNummer;BrregNavn;AntallAnsatte;Kode;Kode;Slettedato;Konkurs
820914872;ALU VINDUER AS;;;AS;2021-10-05;False
820659112;BLAALID RIV & BYGG AS;;;AS;2021-12-13;False
820627032;AITRAP AS;;;AS;2019-12-12;False
820625692;FLØIEN EIENDOM AS;;;AS;2021-12-10;False
820601882;LEIROSEN GARASJEDRIFT AS;;;AS;2020-12-16;False
820563352;ASPEN PT;;;ENK;2022-10-28;False
820465792;TREGÅRDEN RESTAURANT AS;;;AS;2020-10-12;False
820460642;TETT BYGG AS;;;AS;2022-09-12;False
820375572;CURIE AS;;;AS;2023-01-09;False
820251342;WEBJØRNSEN TRADING;;;ENK;2020-06-12;False
820180682;HAUGMO AS;;;AS;2020-08-24;False
820175972;WT INVESTMENT AS;;;AS;2021-12-14;False
820174402;HBAUER AS;;;AS;2022-05-09;False
820169522;SOMNA AS;;;AS;2020-06-09;False
820119312;FNP I4-4 AS;;;AS;2020-11-03;False
820119282;FNP I4-3 AS;;;AS;2020-11-03;False
819999422;TRULS REPPE;;;ENK;2019-07-23;False
819997292;7 FJELL KJEVEORTOPEDI AS;;;AS;2020-12-21;False
819855412;NORDISK VEDLIKEHOLD AS;;;AS;2021-03-11;False
819794952;B.TVEIT;;;ENK;2020-07-03;False
819760772;INGSCAN AS;;;AS;2021-05-18;False
819572062;GRØNN BOLIG HOLMESTRAND AS;;;AS;2020-03-19;False
819481822;HENRIETTES KJØKKEN HAUGALANDET AS;;;AS;2020-09-22;False
819405042;KURSEKSPERTEN AS;;;AS;2020-07-17;False
819196672;WIELAND BLUESEA AS;;;AS;2020-09-30;False
819175632;B&D UTVIKLING AS;;;AS;2021-03-13;False
819167362;BAUMAH KRZYSZTOF ZALEWSKI;;;ENK;2022-05-30;False
819165572;KYSTEN VANNSPORT AS;;;AS;2021-09-21;False
819155372;JESSHEIM BILPLEIE AS;;;AS;2022-01-31;False
819149712;FEEL24 TROMSØ AS;;;AS;2022-05-31;False
819115842;ML-SERVICE JUKKA MATIAS LEHTINEN;;;ENK;2022-02-07;False
819061602;WOK BEN TRE SUSHI TAKEAWAY AS;;;AS;2022-11-21;False
819046972;IDÉHUS HARSTAD AS;;;AS;2020-07-02;False
819035172;TECHFIKS AS;;;AS;2022-01-22;False
819016682;ES BYGG OG RENOVERING STANEVICIUS;;;ENK;2020-05-15;False
819004722;ENERGISUPPORT AS;;;AS;2020-04-21;False
819006482;VIKSKJÆR AS;;;AS;2021-12-20;False
818859872;ØRJANSEN ANLEGG AS;;;AS;2021-11-05;False
818671652;PUDDING-TV AS;;;AS;2021-11-09;False
818547102;SIKKERHET 24/7 AS;;;AS;2022-09-29;False
818510292;NORWEGIAN RAIN ROOM AS;;;AS;2022-11-30;False
818500742;BLUEOCEAN MARINE AS;;;AS;2020-12-09;False
818448252;TB CONSULT AS;;;AS;2021-11-29;False
818370652;SALTEN FISKEINDUSTRI AS;;;AS;2022-09-17;False
818347952;BOLIGUTVIKLING STAVANGER AS;;;AS;2020-11-18;False
818347472;VARIAL MEDIA AS;;;AS;2021-12-29;False
818280122;BRISOL LOFOTEN AS;;;AS;2021-11-02;False
818021992;SÆTHER KYSTFISKE AS;;;AS;2020-10-19;False
817902022;4 SMIL AS;;;AS;2021-01-18;False
817860532;MULTISERVICE NORD NORGE AS;;;AS;2021-02-11;False
817752292;MEIE AS;;;AS;2020-05-12;False
817741142;BELLE HOTELLDRIFT AS;;;AS;2020-10-29;False
817737382;NITTAYA THAIMAT AS;;;AS;2020-06-22;False
817708382;PARKETTSLIPEREN NORGE AS;;;AS;2022-09-27;False
817670032;STOR OSLO VEI OG ANLEGG AS;;;AS;2021-09-11;False
817650082;2TRE GO AS;;;AS;2021-10-12;False
817649602;SILING INVEST AS;;;AS;2021-04-12;False
817554822;ALL IN SPORTS AS;;;AS;2019-12-27;False
817485812;SPERA HELSE AS;;;AS;2022-03-24;False
817398022;RETAIL SOLUTION AS;;;AS;2020-07-21;False
817309682;RABBEN RESTAURANT AS;;;AS;2022-06-07;False
817279872;GOMAP AS;;;AS;2020-12-19;False
817245552;NORDENA AS;;;AS;2020-09-03;False
817181902;BESTEMORS EIENDOM AS;;;AS;2022-01-08;False
817101232;WENCHES PRODUKTER AS;;;AS;2020-06-30;False
817021042;MARMÆLEN AS;;;AS;2021-01-30;False
817020372;RABBEN MARINA AS;;;AS;2022-06-30;False
816996112;GICALA TRANSPORT AS;;;AS;2021-08-16;False
816899222;JANSON DA;;;DA;2022-10-11;False
816680042;DITT BYGG SALTEN AS;;;AS;2022-11-03;False
816516552;BÅTSFJORD FISKEDELIKATESSER AS;;;AS;2022-06-17;False
816504562;ENVIRO AS;;;AS;2022-01-19;False
816343372;JARNES.NO AS;;;AS;2021-09-01;False
816277752;BENT-ÅGE LUND RUSTAD;;;ENK;2021-07-09;False
815938542;LISA FLATTUM;;;ENK;2021-09-15;False
815896122;BULINSKI ENGINEERING;;;ENK;2020-01-21;False
815330412;ROGALAND SPORT AS;;;AS;2020-12-12;False
815279352;JORUNN PETERSEN;;;ENK;2021-12-31;False
814973492;BR BYGGSERVICE AS;;;AS;2022-01-24;False
814780082;UTTIAN FISK AS;;;AS;2021-02-04;False
814311422;JM RENTAL AS;;;AS;2022-12-10;False
814133842;PRIMA ENERGI AUST-AGDER AS;;;AS;2022-09-30;False
813326132;ISSO RENHOLD AL-MASRI;;;ENK;2021-09-02;False
813307782;JKG MUR AS;;;AS;2021-08-09;False
813259842;ANDREAS AS;;;AS;2019-12-07;False
813259052;SALTFJELLET HOTELL POLARSIRKELEN AS;;;AS;2021-01-05;False
813062372;BTECHNOLOGIES AB FILIAL I NORGE;;;NUF;2022-12-30;False
812761722;PROFF HAND AS;;;AS;2020-11-04;False
812673122;BRENNA ENTREPRENØR AS;;;AS;2022-11-24;False
811786322;KUNSTMALER LARS TVEIT AS;;;AS;2021-11-15;False
818705182;STR8LINE AS;;;AS;2020-11-09;False
818692722;CAM EIENDOM AS;;;AS;2019-12-17;False
815845382;TENDERHÅGEN EIENDOM AS;;;AS;2021-12-31;False
815286952;RAMONA SKOSALON AS;;;AS;2021-11-29;False
815179722;MEDIA DIGITAL AS;;;AS;2022-09-13;False
814906442;BJØRN WILLY STENSENS TAXI;;;ENK;2020-08-14;False
814849732;BAKERMESTEREN ELVERUM AS;;;AS;2021-11-10;False
814568342;DIEM AS;;;AS;2021-10-23;False
814073432;MR LOKALMATSENTER AS;;;AS;2021-11-30;False
814059472;ARCTIC HOST AS;;;AS;2021-05-20;False
813307952;LANDSTIL AS;;;AS;2022-10-15;False
813132702;SET SAIL AS;;;AS;2020-04-21;False
813104482;R15 HOLDING AS;;;AS;2020-03-05;False
813050412;HAUGESUND TAKSPESIALIST AS;;;AS;2022-02-02;False
812900862;DAKINI DHARMA PROJECTS AS;;;AS;2022-08-23;False
812722352;EIVIND A. LANGNES;;;ENK;2023-01-02;False
812394312;RAMSØ MASKIN IDAR RAMSØ;;;ENK;2020-04-17;False
